workerid,proliferate.condition,ID,Order,accuracy,browser,browser_version,duration,failed_audio,failed_images,failed_video,fullscreen,gender,height,internal_node_id,microphone,mobile,order,os,question_order,response,rt,speech_rate,stimulus,success,talker,time_elapsed,timeout,transcript,trial_index,trial_type,vsync_rate,webaudio,webcam,width,error
1,pilot,,2,,,,,,,,,,,0.0-82.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2149948,,,82,html-keyboard-response,,,,,
1,pilot,F2_01,,,,,3.200677,,,,,female,,0.0-83.0,,,1,,,,,4.303388919,../audio/F2_01.WAV,,F2,2153657,,I guess with every small step it helps,83,audio-keyboard-response,,,,,
1,pilot,F1_01,,,,,2.72926,,,,,female,,0.0-84.0,,,2,,,,,4.312203536,../audio/F1_01.WAV,,F1,2156389,,That person was asking me a question and I replied,84,audio-keyboard-response,,,,,
1,pilot,,3,,,,,,,,,,,0.0-85.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2158401,,,85,html-keyboard-response,,,,,
1,pilot,M5_03,,,,,1.118844,,,,,male,,0.0-86.0,,,1,,,,,4.603580563,../audio/M5_03.WAV,,M5,2160033,,They say that it's not a good thing to,86,audio-keyboard-response,,,,,
1,pilot,F5_03,,,,,3.162094,,,,,female,,0.0-87.0,,,2,,,,,3.162094,../audio/F5_03.WAV,,F5,2163203,,It was just through message,87,audio-keyboard-response,,,,,
1,pilot,,4,,,,,,,,,,,0.0-88.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2165214,,,88,html-keyboard-response,,,,,
1,pilot,F4_02,,,,,2.916635,,,,,female,,0.0-89.0,,,1,,,,,2.916635,../audio/F4_02.WAV,,F4,2168644,,Really really like trying to show support to the person,89,audio-keyboard-response,,,,,
1,pilot,M3_01,,,,,1.659469,,,,,male,,0.0-90.0,,,2,,,,,2.410606669,../audio/M3_01.WAV,,M3,2170313,,I self-identify as a historian,90,audio-keyboard-response,,,,,
1,pilot,,5,,,,,,,,,,,0.0-91.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2172317,,,91,html-keyboard-response,,,,,
1,pilot,M4_03,,,,,2.137188,,,,,male,,0.0-92.0,,,1,,,,,3.298153034,../audio/M4_03.WAV,,M4,2174963,,Be a son to him,92,audio-keyboard-response,,,,,
1,pilot,F1_03,,,,,2.034542,,,,,female,,0.0-93.0,,,2,,,,,2.999143102,../audio/F1_03.WAV,,F1,2177003,,Certificate of sorts right a Youtube plaque,93,audio-keyboard-response,,,,,
1,pilot,,6,,,,,,,,,,,0.0-94.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2179006,,,94,html-keyboard-response,,,,,
1,pilot,F3_04,,,,,1.651802,,,,,female,,0.0-95.0,,,1,,,,,4.810583283,../audio/F3_04.WAV,,F3,2181168,,It can go up to like four times,95,audio-keyboard-response,,,,,
1,pilot,M4_02,,,,,1.785187,,,,,male,,0.0-96.0,,,2,,,,,4.104669061,../audio/M4_02.WAV,,M4,2182956,,I took the ATM card and I didn't,96,audio-keyboard-response,,,,,
1,pilot,,7,,,,,,,,,,,0.0-97.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2184969,,,97,html-keyboard-response,,,,,
1,pilot,M3_04,,,,,2.564635,,,,,male,,0.0-98.0,,,1,,,,,3.351955307,../audio/M3_04.WAV,,M3,2188043,,I hurt my knee quite badly,98,audio-keyboard-response,,,,,
1,pilot,M1_01,,,,,1.480896,,,,,male,,0.0-99.0,,,2,,,,,5.043558001,../audio/M1_01.WAV,,M1,2189534,,I said what is this,99,audio-keyboard-response,,,,,
1,pilot,,8,,,,,,,,,,,0.0-100.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2191546,,,100,html-keyboard-response,,,,,
1,pilot,F5_04,,,,,0.83549,,,,,female,,0.0-101.0,,,1,,,,,0.83549,../audio/F5_04.WAV,,F5,2192892,,As long as you tell me that we are still together,101,audio-keyboard-response,,,,,
1,pilot,M3_03,,,,,1.483458,,,,,male,,0.0-102.0,,,2,,,,,3.134796238,../audio/M3_03.WAV,,M3,2194383,,But I've left that life behind me,102,audio-keyboard-response,,,,,
1,pilot,,9,,,,,,,,,,,0.0-103.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2196394,,,103,html-keyboard-response,,,,,
1,pilot,F2_03,,,,,1.372927,,,,,female,,0.0-104.0,,,1,,,,,5.323505324,../audio/F2_03.WAV,,F2,2198278,,If let's say like you plug in your stuff into the switch right,104,audio-keyboard-response,,,,,
1,pilot,F3_01,,,,,4.267563,,,,,female,,0.0-105.0,,,2,,,,,3.688092729,../audio/F3_01.WAV,,F3,2202556,,Regular products may cost like eleven dollars,105,audio-keyboard-response,,,,,
1,pilot,,10,,,,,,,,,,,0.0-106.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2204564,,,106,html-keyboard-response,,,,,
1,pilot,M4_04,,,,,2.538281,,,,,male,,0.0-107.0,,,1,,,,,3.990877993,../audio/M4_04.WAV,,M4,2207608,,I message him in IG with my,107,audio-keyboard-response,,,,,
1,pilot,M2_04,,,,,2.180729,,,,,male,,0.0-108.0,,,2,,,,,2.180729,../audio/M2_04.WAV,,M2,2209803,,Then I told them you know what never mind I'm not interested any more,108,audio-keyboard-response,,,,,
1,pilot,,11,,,,,,,,,,,0.0-109.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2211818,,,109,html-keyboard-response,,,,,
1,pilot,M2_02,,,,,1.039885,,,,,male,,0.0-110.0,,,1,,,,,1.039885,../audio/M2_02.WAV,,M2,2213370,,When did you first start doing content,110,audio-keyboard-response,,,,,
1,pilot,F1_04,,,,,3.175875,,,,,female,,0.0-111.0,,,2,,,,,3.68852459,../audio/F1_04.WAV,,F1,2216554,,Believe that you cannot feel anything while you're doing,111,audio-keyboard-response,,,,,
1,pilot,,12,,,,,,,,,,,0.0-112.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2218561,,,112,html-keyboard-response,,,,,
1,pilot,M5_01,,,,,2.002865,,,,,male,,0.0-113.0,,,1,,,,,3.53713997,../audio/M5_01.WAV,,M5,2221074,,It's better to be factual about it,113,audio-keyboard-response,,,,,
1,pilot,F5_01,,,,,1.144573,,,,,female,,0.0-114.0,,,2,,,,,1.144573,../audio/F5_01.WAV,,F5,2222223,,But people have been telling me things about Junior,114,audio-keyboard-response,,,,,
1,pilot,,13,,,,,,,,,,,0.0-115.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2224227,,,115,html-keyboard-response,,,,,
1,pilot,F3_02,,,,,4.438833,,,,,female,,0.0-116.0,,,1,,,,,4.833040422,../audio/F3_02.WAV,,F3,2229175,,I mean honestly I'll say first it's so hard for us,116,audio-keyboard-response,,,,,
1,pilot,F4_04,,,,,1.514,,,,,female,,0.0-117.0,,,2,,,,,0.719448,../audio/F4_04.WAV,,F4,2230691,,Slowly put the fish in the water,117,audio-keyboard-response,,,,,
1,pilot,,14,,,,,,,,,,,0.0-118.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2232703,,,118,html-keyboard-response,,,,,
1,pilot,M5_02,,,,,1.560854,,,,,male,,0.0-119.0,,,1,,,,,3.846153846,../audio/M5_02.WAV,,M5,2234780,,You walk out of the situation rather than,119,audio-keyboard-response,,,,,
1,pilot,M1_03,,,,,1.220375,,,,,male,,0.0-120.0,,,2,,,,,5.087881591,../audio/M1_03.WAV,,M1,2236006,,It was not terrible because at that point of my life,120,audio-keyboard-response,,,,,
1,pilot,,15,,,,,,,,,,,0.0-121.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2238010,,,121,html-keyboard-response,,,,,
1,pilot,M2_03,,,,,0.928833,,,,,male,,0.0-122.0,,,1,,,,,0.928833,../audio/M2_03.WAV,,M2,2239456,,After this the moment the podcast end we are heading there,122,audio-keyboard-response,,,,,
1,pilot,M4_01,,,,,2.112052,,,,,male,,0.0-123.0,,,2,,,,,4.096262161,../audio/M4_01.WAV,,M4,2241572,,Did you manage to fulfil them right now,123,audio-keyboard-response,,,,,
1,pilot,,16,,,,,,,,,,,0.0-124.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2243586,,,124,html-keyboard-response,,,,,
1,pilot,F5_02,,,,,2.006958,,,,,female,,0.0-125.0,,,1,,,,,2.006958,../audio/F5_02.WAV,,F5,2246100,,I don't want to believe this,125,audio-keyboard-response,,,,,
1,pilot,F3_03,,,,,1.738271,,,,,female,,0.0-126.0,,,2,,,,,4.746835443,../audio/F3_03.WAV,,F3,2247843,,A lot of people put their stuff up there,126,audio-keyboard-response,,,,,
1,pilot,,17,,,,,,,,,,,0.0-127.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2249875,,,127,html-keyboard-response,,,,,
1,pilot,M1_02,,,,,1.508312,,,,,male,,0.0-128.0,,,1,,,,,4.539559014,../audio/M1_02.WAV,,M1,2251899,,So you you don't have to like,128,audio-keyboard-response,,,,,
1,pilot,F4_01,,,,,1.835479,,,,,female,,0.0-129.0,,,2,,,,,1.835479,../audio/F4_01.WAV,,F4,2253744,,Are on the same level I think that's ok,129,audio-keyboard-response,,,,,
1,pilot,,18,,,,,,,,,,,0.0-130.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2255750,,,130,html-keyboard-response,,,,,
1,pilot,M3_02,,,,,1.70975,,,,,male,,0.0-131.0,,,1,,,,,3.775167785,../audio/M3_02.WAV,,M3,2257964,,That's what I am first and foremost a historian,131,audio-keyboard-response,,,,,
1,pilot,F2_04,,,,,4.716052,,,,,female,,0.0-132.0,,,2,,,,,2.372479241,../audio/F2_04.WAV,,F2,2262683,,Probably some household goods,132,audio-keyboard-response,,,,,
1,pilot,,19,,,,,,,,,,,0.0-133.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2264698,,,133,html-keyboard-response,,,,,
1,pilot,M2_01,,,,,3.0,,,,,male,,0.0-134.0,,,1,,,,,3.02699,../audio/M2_01.WAV,,M2,2268205,,I think the dinner how much was it,134,audio-keyboard-response,,,,,
1,pilot,F4_03,,,,,3.670938,,,,,female,,0.0-135.0,,,2,,,,,3.670938,../audio/F4_03.WAV,,F4,2271883,,I don't think they catch feelings but they just become more attached to them,135,audio-keyboard-response,,,,,
1,pilot,,20,,,,,,,,,,,0.0-136.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2273889,,,136,html-keyboard-response,,,,,
1,pilot,F5_01,,,,,1.144573,,,,,female,,0.0-137.0,,,1,,,,,1.144573,../audio/F5_01.WAV,,F5,2275548,,But people have been telling me things about Junior,137,audio-keyboard-response,,,,,
1,pilot,M4_04,,,,,2.538281,,,,,male,,0.0-138.0,,,2,,,,,3.990877993,../audio/M4_04.WAV,,M4,2278093,,I message him in IG with my,138,audio-keyboard-response,,,,,
1,pilot,,1,,,,,,,,,,,0.0-139.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2280104,,,139,html-keyboard-response,,,,,
1,pilot,F2_03,,,,,1.372927,,,,,female,,0.0-140.0,,,1,,,,,5.323505324,../audio/F2_03.WAV,,F2,2281990,,If let's say like you plug in your stuff into the switch right,140,audio-keyboard-response,,,,,
1,pilot,M5_02,,,,,1.560854,,,,,male,,0.0-141.0,,,2,,,,,3.846153846,../audio/M5_02.WAV,,M5,2283553,,You walk out of the situation rather than,141,audio-keyboard-response,,,,,
1,pilot,,2,,,,,,,,,,,0.0-142.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2285563,,,142,html-keyboard-response,,,,,
1,pilot,F2_04,,,,,4.716052,,,,,female,,0.0-143.0,,,1,,,,,2.372479241,../audio/F2_04.WAV,,F2,2290791,,Probably some household goods,143,audio-keyboard-response,,,,,
1,pilot,F1_02,,,,,2.456333,,,,,female,,0.0-144.0,,,2,,,,,4.419191919,../audio/F1_02.WAV,,F1,2293251,,I didn't mean it that way and,144,audio-keyboard-response,,,,,
1,pilot,,3,,,,,,,,,,,0.0-145.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2295266,,,145,html-keyboard-response,,,,,
1,pilot,F4_04,,,,,1.514,,,,,female,,0.0-146.0,,,1,,,,,0.719448,../audio/F4_04.WAV,,F4,2297291,,Slowly put the fish in the water,146,audio-keyboard-response,,,,,
1,pilot,F3_01,,,,,4.267563,,,,,female,,0.0-147.0,,,2,,,,,3.688092729,../audio/F3_01.WAV,,F3,2301561,,Regular products may cost like eleven dollars,147,audio-keyboard-response,,,,,
1,pilot,,4,,,,,,,,,,,0.0-148.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2303568,,,148,html-keyboard-response,,,,,
1,pilot,M1_03,,,,,1.220375,,,,,male,,0.0-149.0,,,1,,,,,5.087881591,../audio/M1_03.WAV,,M1,2305297,,It was not terrible because at that point of my life,149,audio-keyboard-response,,,,,
1,pilot,M5_04,,,,,2.679688,,,,,male,,0.0-150.0,,,2,,,,,3.347680536,../audio/M5_04.WAV,,M5,2307979,,Just talking about how why some people,150,audio-keyboard-response,,,,,
1,pilot,,5,,,,,,,,,,,0.0-151.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2309987,,,151,html-keyboard-response,,,,,
1,pilot,F3_02,,,,,4.438833,,,,,female,,0.0-152.0,,,1,,,,,4.833040422,../audio/F3_02.WAV,,F3,2314940,,I mean honestly I'll say first it's so hard for us,152,audio-keyboard-response,,,,,
1,pilot,M4_01,,,,,2.112052,,,,,male,,0.0-153.0,,,2,,,,,4.096262161,../audio/M4_01.WAV,,M4,2317053,,Did you manage to fulfil them right now,153,audio-keyboard-response,,,,,
1,pilot,,6,,,,,,,,,,,0.0-154.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2319057,,,154,html-keyboard-response,,,,,
1,pilot,M5_03,,,,,1.118844,,,,,male,,0.0-155.0,,,1,,,,,4.603580563,../audio/M5_03.WAV,,M5,2320687,,They say that it's not a good thing to,155,audio-keyboard-response,,,,,
1,pilot,F3_04,,,,,1.651802,,,,,female,,0.0-156.0,,,2,,,,,4.810583283,../audio/F3_04.WAV,,F3,2322343,,It can go up to like four times,156,audio-keyboard-response,,,,,
1,pilot,,7,,,,,,,,,,,0.0-157.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2324350,,,157,html-keyboard-response,,,,,
1,pilot,F5_04,,,,,0.83549,,,,,female,,0.0-158.0,,,1,,,,,0.83549,../audio/F5_04.WAV,,F5,2325703,,As long as you tell me that we are still together,158,audio-keyboard-response,,,,,
1,pilot,F4_03,,,,,3.670938,,,,,female,,0.0-159.0,,,2,,,,,3.670938,../audio/F4_03.WAV,,F4,2329383,,I don't think they catch feelings but they just become more attached to them,159,audio-keyboard-response,,,,,
1,pilot,,8,,,,,,,,,,,0.0-160.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2331394,,,160,html-keyboard-response,,,,,
1,pilot,F4_01,,,,,1.835479,,,,,female,,0.0-161.0,,,1,,,,,1.835479,../audio/F4_01.WAV,,F4,2333743,,Are on the same level I think that's ok,161,audio-keyboard-response,,,,,
1,pilot,M3_03,,,,,1.483458,,,,,male,,0.0-162.0,,,2,,,,,3.134796238,../audio/M3_03.WAV,,M3,2335233,,But I've left that life behind me,162,audio-keyboard-response,,,,,
1,pilot,,9,,,,,,,,,,,0.0-163.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2337245,,,163,html-keyboard-response,,,,,
1,pilot,M3_01,,,,,1.659469,,,,,male,,0.0-164.0,,,1,,,,,2.410606669,../audio/M3_01.WAV,,M3,2339415,,I self-identify as a historian,164,audio-keyboard-response,,,,,
1,pilot,M3_02,,,,,1.70975,,,,,male,,0.0-165.0,,,2,,,,,3.775167785,../audio/M3_02.WAV,,M3,2341129,,That's what I am first and foremost a historian,165,audio-keyboard-response,,,,,
1,pilot,,10,,,,,,,,,,,0.0-166.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2343141,,,166,html-keyboard-response,,,,,
1,pilot,M2_03,,,,,0.928833,,,,,male,,0.0-167.0,,,1,,,,,0.928833,../audio/M2_03.WAV,,M2,2344571,,After this the moment the podcast end we are heading there,167,audio-keyboard-response,,,,,
1,pilot,F1_01,,,,,2.72926,,,,,female,,0.0-168.0,,,2,,,,,4.312203536,../audio/F1_01.WAV,,F1,2347303,,That person was asking me a question and I replied,168,audio-keyboard-response,,,,,
1,pilot,,11,,,,,,,,,,,0.0-169.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2349308,,,169,html-keyboard-response,,,,,
1,pilot,M1_01,,,,,1.480896,,,,,male,,0.0-170.0,,,1,,,,,5.043558001,../audio/M1_01.WAV,,M1,2351300,,I said what is this,170,audio-keyboard-response,,,,,
1,pilot,M4_03,,,,,2.137188,,,,,male,,0.0-171.0,,,2,,,,,3.298153034,../audio/M4_03.WAV,,M4,2353443,,Be a son to him,171,audio-keyboard-response,,,,,
1,pilot,,12,,,,,,,,,,,0.0-172.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2355453,,,172,html-keyboard-response,,,,,
1,pilot,M2_04,,,,,2.180729,,,,,male,,0.0-173.0,,,1,,,,,2.180729,../audio/M2_04.WAV,,M2,2358136,,Then I told them you know what never mind I'm not interested any more,173,audio-keyboard-response,,,,,
1,pilot,M1_04,,,,,0.999906,,,,,male,,0.0-174.0,,,2,,,,,3.530450132,../audio/M1_04.WAV,,M1,2359143,,She travelled to Hong Kong with her family,174,audio-keyboard-response,,,,,
1,pilot,,13,,,,,,,,,,,0.0-175.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2361153,,,175,html-keyboard-response,,,,,
1,pilot,M2_01,,,,,3.0,,,,,male,,0.0-176.0,,,1,,,,,3.02699,../audio/M2_01.WAV,,M2,2364659,,I think the dinner how much was it,176,audio-keyboard-response,,,,,
1,pilot,F2_02,,,,,2.902938,,,,,female,,0.0-177.0,,,2,,,,,4.172461752,../audio/F2_02.WAV,,F2,2367563,,Buy each other roses and give each other cards,177,audio-keyboard-response,,,,,
1,pilot,,14,,,,,,,,,,,0.0-178.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2369569,,,178,html-keyboard-response,,,,,
1,pilot,F5_02,,,,,2.006958,,,,,female,,0.0-179.0,,,1,,,,,2.006958,../audio/F5_02.WAV,,F5,2372076,,I don't want to believe this,179,audio-keyboard-response,,,,,
1,pilot,F5_03,,,,,3.162094,,,,,female,,0.0-180.0,,,2,,,,,3.162094,../audio/F5_03.WAV,,F5,2375243,,It was just through message,180,audio-keyboard-response,,,,,
1,pilot,,15,,,,,,,,,,,0.0-181.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2377267,,,181,html-keyboard-response,,,,,
1,pilot,M1_02,,,,,1.508312,,,,,male,,0.0-182.0,,,1,,,,,4.539559014,../audio/M1_02.WAV,,M1,2379285,,So you you don't have to like,182,audio-keyboard-response,,,,,
1,pilot,F1_04,,,,,3.175875,,,,,female,,0.0-183.0,,,2,,,,,3.68852459,../audio/F1_04.WAV,,F1,2382463,,Believe that you cannot feel anything while you're doing,183,audio-keyboard-response,,,,,
1,pilot,,16,,,,,,,,,,,0.0-184.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,2384470,,,184,html-keyboard-response,,,,,
1,pilot,F2_01,,,,,3.200677,,,,,female,,0.0-185.0,,,1,,,,,4.303388919,../audio/F2_01.WAV,,F2,2388173,,I guess with every small step it helps,185,audio-keyboard-response,,,,,
1,pilot,F1_03,,,,,2.034542,,,,,female,,0.0-186.0,,,2,,,,,2.999143102,../audio/F1_03.WAV,,F1,2390213,,Certificate of sorts right a Youtube plaque,186,audio-keyboard-response,,,,,
